timestamp,location_lat,location_long
2019-07-17,50.496,8.917
2019-07-18,50.262,9.111
2019-07-20,50.503,8.914
2019-07-21,50.501999999999995,8.915
2019-07-25,50.5,8.926
2019-07-28,50.477,8.98
2019-08-04,50.498999999999995,8.915
2019-08-06,50.363,8.236
2019-08-07,50.475,8.874
2019-08-08,50.501000000000005,8.923
2019-08-13,50.497,8.908999999999999
2019-08-14,50.476000000000006,8.365
2019-08-16,50.501999999999995,8.929
2019-08-18,50.489,8.863999999999999
2019-08-19,50.488,8.876
2019-08-21,50.508,8.921
2019-08-22,50.5,8.895
2019-08-24,50.495,8.942
2019-08-26,50.525,8.921
2019-08-28,50.497,8.935
2019-08-30,50.526,8.814
2019-09-01,50.497,8.914
2019-09-03,46.397,0.5489999999999999
2019-09-04,46.506,0.645
2019-09-05,46.375,0.47100000000000003
2019-09-06,46.43600000000001,0.494
2019-09-07,46.273,0.5579999999999999
2019-09-08,46.391999999999996,0.539
2019-09-09,46.391000000000005,0.528
2019-09-11,46.387,0.53
2019-09-13,46.397,0.539
2019-09-15,44.58,-1.2300000000000182
2019-09-17,41.64,-3.5880000000000223
2019-09-19,41.645,-3.5760000000000223
2019-09-20,41.665,-3.562999999999988
2019-09-22,41.653999999999996,-3.5539999999999736
2019-09-24,32.555,-7.935999999999979
2019-09-26,21.328000000000003,-13.99799999999999
2019-09-28,19.171,-15.48599999999999
2019-09-30,19.167,-15.48599999999999
2019-10-02,16.506,-15.514999999999983
2019-10-03,16.519000000000002,-15.404999999999974
2019-10-05,16.68,-14.831999999999995
2019-10-06,16.677,-14.834000000000005
2019-10-08,16.677,-14.829999999999984
2019-10-10,16.712,-14.831999999999995
2019-10-12,16.672,-14.81400000000002
2019-10-14,16.652,-14.865000000000007
2019-10-16,16.682000000000002,-14.81400000000002
2019-10-18,16.683,-14.82299999999998
2019-10-20,16.682000000000002,-14.824999999999989
2019-10-22,16.677,-14.841000000000006
2019-10-25,16.687,-14.834000000000005
2019-10-27,16.677,-14.831000000000017
2019-10-29,16.686,-14.843999999999996
2019-10-31,16.689,-14.814999999999998
2019-11-02,16.676,-14.834999999999981
2019-11-04,16.687,-14.807999999999993
2019-11-06,16.325,-14.819999999999993
2019-11-08,14.709000000000001,-13.567000000000007
2019-11-11,14.707,-13.56099999999998
2019-11-13,14.718,-13.564999999999998
2019-11-15,12.437999999999999,-9.915999999999997
2019-11-17,11.731,-8.646000000000015
2019-11-19,11.72,-8.643000000000029
2019-11-21,11.743,-8.644999999999982
2019-11-23,11.745,-8.64100000000002
2019-11-25,11.749,-8.646000000000015
2019-11-26,11.747,-8.651000000000009
2019-11-28,11.716,-8.702999999999975
2019-11-30,11.744000000000002,-8.648000000000025
2019-12-08,11.745999999999999,-8.641999999999996
2019-12-10,11.75,-8.641999999999996
2019-12-12,11.748,-8.644000000000005
2019-12-13,11.745,-8.637
2019-12-15,11.732999999999999,-8.634000000000015
2019-12-17,11.73,-8.617000000000019
2019-12-19,11.747,-8.619000000000028
2019-12-21,11.744000000000002,-8.643000000000029
2019-12-23,11.758,-8.644000000000005
2019-12-25,11.765999999999998,-8.641999999999996
2019-12-27,11.749,-8.648000000000025
2019-12-30,11.745999999999999,-8.643000000000029
2020-01-01,11.728,-8.620999999999981
2020-01-03,11.732999999999999,-8.63900000000001
2020-01-05,11.744000000000002,-8.648000000000025
2020-01-07,11.744000000000002,-8.641999999999996
2020-01-09,11.742,-8.651000000000009
2020-01-11,11.748,-8.637999999999977
2020-01-12,11.745,-8.651000000000009
2020-01-14,11.745,-8.651999999999987
2020-01-16,11.745,-8.646999999999991
2020-01-18,11.738,-8.620999999999981
2020-01-20,11.747,-8.643000000000029
2020-01-21,11.737,-8.60899999999998
2020-01-23,11.748,-8.644000000000005
2020-01-25,11.735,-8.634999999999991
2020-01-27,11.731,-8.639999999999986
2020-01-29,11.745999999999999,-8.63900000000001
2020-01-31,11.745999999999999,-8.643000000000029
2020-02-02,11.748,-8.639999999999986
2020-02-04,11.745999999999999,-8.64100000000002
2020-02-06,11.75,-8.644999999999982
2020-02-07,11.754000000000001,-8.646000000000015
2020-02-09,11.732999999999999,-8.639999999999986
2020-02-11,11.749,-8.641999999999996
2020-02-12,11.725,-8.617000000000019
2020-02-13,11.777000000000001,-8.636000000000024
2020-02-15,11.745999999999999,-8.644999999999982
2020-02-17,11.751,-8.637
2020-02-19,11.757,-8.649000000000001
2020-02-21,11.748,-8.643000000000029
2020-02-24,11.738,-8.646000000000015
2020-02-26,11.728,-8.637999999999977
2020-02-28,11.714,-8.653000000000018
2020-03-01,11.714,-8.663000000000013
2020-03-03,11.712,-8.651999999999987
2020-03-05,11.699000000000002,-8.651000000000009
2020-03-07,11.702,-8.639999999999986
2020-03-09,11.765,-8.576000000000022
2020-03-11,11.806,-8.588999999999999
2020-03-13,11.814,-8.564999999999998
2020-03-15,11.812999999999999,-8.584999999999981
2020-03-16,11.802,-8.579000000000008
2020-03-18,11.847999999999999,-8.500999999999976
2020-03-20,11.842,-8.478000000000009
2020-03-22,11.863,-8.514999999999986
2020-03-24,11.862,-8.521000000000015
2020-03-25,11.865,-8.511000000000024
2020-03-27,11.804,-8.483000000000004
2020-03-29,11.8,-8.571000000000026
2020-03-31,11.92,-8.394999999999982
2020-04-02,11.884,-8.391999999999996
2020-04-04,11.88,-8.437000000000014
2020-04-06,11.88,-8.382000000000005
2020-04-08,11.892000000000001,-8.379999999999995
2020-04-10,11.874,-8.382000000000005
2020-04-12,11.873,-8.386000000000024
